annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_celsius,river_discharge_cusecs,soil_moisture_percent,flood
2909.4,1791.1,8.18,74.7,27.1,2378.9,65.7,1
2595.9,1424.9,7.55,77.5,29.9,2127.7,48.5,0
1490.0,1155.2,10.55,72.8,35.0,2076.8,43.9,0
1994.3,1146.0,12.95,71.8,25.5,1945.1,49.3,0
2988.5,1963.1,6.72,79.2,23.6,2929.3,71.2,1
2292.1,1364.2,9.52,68.1,22.3,2786.4,59.1,0
3707.6,2265.8,3.95,72.5,27.8,3551.6,79.3,1
2455.7,1777.0,8.9,73.4,28.9,2977.0,54.4,1
2324.8,1211.1,10.86,67.1,24.8,1964.0,54.1,0
1999.1,1061.6,11.11,71.9,30.1,1893.0,58.5,0
2286.8,1523.4,8.96,73.2,28.9,2274.9,66.6,0
2100.9,1472.1,9.04,79.2,27.2,2573.4,59.8,0
2660.3,1633.2,9.63,78.9,23.4,2508.4,74.7,0
2821.9,1724.6,8.49,71.6,25.1,2722.4,66.0,0
1689.1,1321.5,10.52,60.5,17.3,2200.0,61.0,0
1334.7,774.7,12.42,70.4,27.9,1462.9,44.8,0
1006.5,700.5,14.06,69.5,27.1,2257.1,38.4,0
2530.2,1410.6,10.73,63.6,27.8,2063.3,51.2,0
1482.8,736.4,12.53,70.6,29.0,1217.8,44.9,0
800.6,489.3,15.0,62.3,28.5,1319.9,37.9,0
2452.6,1692.7,9.28,74.3,26.6,2437.3,51.1,0
3820.4,2409.4,7.92,89.4,27.2,3424.3,69.0,1
2196.1,1075.3,11.88,73.5,21.4,1518.3,48.3,0
2745.0,1934.5,4.98,79.4,24.7,3065.6,70.6,1
2253.2,1606.2,10.93,74.9,27.2,2659.1,60.0,1
2135.7,1322.6,10.24,72.5,24.1,2058.7,54.4,1
2797.4,1874.5,7.89,73.5,30.4,3057.6,59.2,1
2011.3,1046.7,11.5,66.2,24.4,1250.9,49.8,0
2373.8,1622.5,8.4,68.2,27.9,2316.1,68.3,0
2409.1,1278.4,10.55,67.3,27.5,2047.0,54.9,0
1765.7,1086.4,10.04,65.0,30.0,1506.3,41.3,0
2844.8,1642.9,10.75,69.8,30.6,2029.0,53.3,0
2086.3,1128.7,10.6,68.0,29.8,1818.5,54.7,0
1708.8,950.5,10.86,63.8,18.6,1896.3,46.5,0
2548.7,1635.1,7.48,75.4,31.8,2928.5,60.2,1
1616.0,1005.3,11.63,57.9,33.1,1592.4,45.2,0
2218.3,1589.1,9.32,71.8,25.1,2706.3,62.8,0
2194.1,1550.9,9.77,72.6,27.9,2629.6,57.3,1
2905.8,2206.3,5.19,77.6,23.4,3623.4,70.2,1
2508.6,1828.6,5.74,74.1,19.2,2680.7,59.2,1
2183.7,1575.8,10.03,64.3,24.0,1930.2,65.1,0
2731.5,1978.5,9.81,78.4,24.8,2994.1,65.8,1
3103.6,1887.7,6.38,78.9,25.6,2555.5,69.0,1
2562.6,1625.0,11.29,75.2,23.2,2314.2,53.3,1
2206.7,1336.4,10.41,74.8,24.1,2080.2,65.5,0
1347.3,804.9,11.97,64.8,27.0,1404.5,52.8,0
1507.7,1019.9,10.58,68.5,23.9,1817.3,37.7,0
2001.6,1245.9,8.25,69.4,29.2,2268.3,48.5,0
1803.8,1192.7,12.01,71.5,29.7,1880.5,55.2,0
2078.5,1521.4,8.13,63.8,36.5,2520.4,50.6,0
2236.8,1257.3,9.12,64.3,31.5,2076.1,52.8,1
2544.3,1663.7,10.25,81.1,28.0,2860.3,63.8,1
2154.2,1516.2,6.49,59.3,24.5,2338.6,57.3,1
2516.2,1580.0,6.79,71.6,28.2,2451.4,62.9,1
2241.9,1267.4,10.22,74.7,28.3,1971.9,49.6,0
915.9,466.1,13.69,59.6,24.9,1034.0,25.3,0
1589.4,1040.1,11.83,64.4,30.1,1565.1,55.4,0
2106.3,1433.1,9.17,71.3,21.4,2026.6,62.7,0
1413.7,907.1,15.0,63.2,26.0,1866.6,62.0,0
2590.0,1747.1,8.11,74.3,29.2,2358.9,49.5,1
3195.0,1883.4,7.59,72.2,25.8,2758.5,69.8,1
2992.2,1525.8,8.08,77.2,26.2,2711.8,46.8,1
2061.3,1650.6,9.0,80.2,26.4,2457.5,71.5,1
3169.0,2117.1,7.98,77.5,23.7,3395.1,72.6,1
2296.6,1404.6,11.54,63.4,31.7,2078.5,50.6,1
1980.9,1022.2,8.93,63.6,22.9,1462.4,53.8,0
1801.3,1379.7,9.46,69.2,28.3,1746.2,52.6,0
2003.4,1457.9,10.2,73.5,28.7,2716.2,59.1,0
1947.7,1029.1,12.02,61.2,23.2,1445.3,50.5,0
2310.8,1161.2,10.66,63.9,27.3,2175.7,62.2,0
2304.4,1505.6,10.17,74.0,23.4,2082.0,69.1,1
2202.0,1409.0,8.5,75.1,32.6,2656.5,52.8,0
2484.0,1518.5,11.64,68.5,22.4,3060.2,64.8,0
2973.9,2162.9,8.38,72.0,24.4,2697.6,72.7,1
2817.2,2090.4,5.14,94.3,22.1,2787.6,60.7,1
1234.8,866.4,10.14,68.4,21.6,1814.9,42.1,0
540.0,493.0,11.58,59.1,33.4,1270.2,53.3,0
2807.3,1789.2,9.31,78.9,29.2,2969.6,65.7,1
1311.5,974.7,9.42,65.0,27.6,1546.2,54.3,0
2053.9,1246.7,9.83,73.0,24.4,2654.6,52.1,0
1439.4,817.7,12.62,64.7,30.6,1557.6,42.1,0
1028.7,777.5,11.98,64.0,23.7,1106.8,44.7,0
2552.0,1874.6,8.36,74.9,30.2,2767.3,63.6,1
2693.5,1633.8,7.27,65.6,23.5,2181.2,51.7,0
1825.3,1280.4,11.09,78.7,24.4,2577.8,48.0,0
515.8,464.9,12.34,55.4,30.0,883.1,43.0,0
1844.9,1257.9,9.8,62.0,30.5,2220.1,51.3,0
2454.7,1591.3,9.39,71.3,29.4,2347.9,60.0,1
1238.7,874.1,11.88,59.8,22.8,1408.0,47.8,0
2319.2,995.1,11.3,65.6,25.2,1170.8,50.5,0
2190.0,1287.5,9.05,72.5,27.6,2288.8,61.0,0
2576.5,1802.2,7.79,79.7,23.6,3142.5,57.2,1
2277.7,1223.2,10.42,72.5,32.5,1754.3,56.4,0
1567.5,1144.0,8.65,66.0,17.4,1466.4,56.0,0
2977.8,1636.9,8.17,73.2,23.9,2787.1,66.6,1
2097.0,1422.1,10.25,72.6,25.0,1783.7,48.2,1
2182.3,1490.9,7.49,62.5,15.6,2729.4,59.5,0
1593.4,1015.4,12.93,69.0,21.4,1497.9,59.3,0
1911.9,1231.9,12.28,61.2,29.5,1708.9,52.5,0
1624.9,995.8,9.4,76.1,27.1,1819.3,51.6,0
2087.6,1230.7,12.42,66.4,33.3,1727.0,57.8,0
3312.6,1905.9,7.64,74.9,33.2,2670.3,59.6,1
1308.3,933.6,12.13,61.4,28.7,1773.2,58.5,0
1151.2,861.0,11.03,61.3,28.3,847.5,49.1,0
3156.3,2647.0,6.46,95.3,27.3,4301.5,82.7,1
2063.9,1047.6,11.68,71.2,16.4,1822.6,39.7,0
1765.1,955.6,10.2,57.7,21.4,1306.6,52.7,0
2875.9,2059.9,5.53,85.1,27.4,2769.7,71.7,1
1806.3,945.5,9.26,71.3,29.5,1979.4,57.5,0
3386.9,2245.6,6.86,78.2,28.2,3487.4,70.2,1
2640.7,1402.8,10.6,71.9,23.4,2669.5,50.4,1
1882.9,1277.2,11.19,68.9,30.7,1891.6,49.9,0
3602.3,2408.0,5.79,91.2,32.9,3599.0,72.1,1
1806.3,1395.7,8.03,66.3,30.8,2372.6,49.5,0
2682.4,1777.5,7.31,75.2,31.0,2930.5,71.1,1
2394.5,1469.5,11.22,68.9,24.8,2675.0,65.5,0
3046.1,2354.2,5.44,73.6,31.3,3227.6,73.0,1
3215.0,1853.5,8.26,86.2,27.6,2782.6,62.4,1
2220.8,1337.2,8.37,63.7,29.0,1988.5,44.2,0
1710.3,1224.3,10.91,69.5,28.5,2014.5,57.1,0
2499.0,1524.0,8.6,63.0,26.5,2614.5,68.5,1
1759.5,1008.6,12.79,64.0,23.6,1264.5,45.1,0
3508.7,2115.0,8.23,80.2,26.7,3476.6,69.0,1
2288.7,1683.1,7.94,69.3,30.9,2262.2,64.2,1
1962.5,1617.0,8.75,75.6,25.2,2429.0,70.7,0
2320.0,1324.6,9.21,68.1,30.6,2528.9,56.0,0
1324.4,929.3,9.39,71.0,29.9,1760.1,48.6,0
1568.5,927.9,10.23,72.0,25.8,1761.7,48.5,0
2980.3,1856.3,8.34,72.4,32.6,2466.2,56.3,1
1773.0,1523.8,9.77,72.1,25.6,2091.5,49.9,1
1519.5,776.2,12.31,64.4,33.0,1752.6,39.7,0
2548.8,1817.3,7.73,78.0,28.7,2594.9,70.2,1
2970.7,2470.4,7.14,82.1,26.9,3439.5,74.3,1
2667.3,1702.1,8.71,74.6,23.4,2916.8,58.7,1
2847.4,2220.8,7.73,78.1,26.6,2961.0,68.4,1
1708.1,1012.4,8.54,66.6,26.2,1846.2,48.2,0
1275.8,919.7,5.67,71.5,22.0,1662.5,57.5,0
3175.9,1865.5,8.43,78.6,26.1,2831.1,64.1,1
1990.3,1205.8,8.34,71.7,23.8,1851.7,47.9,0
2037.0,1069.3,10.67,70.3,29.3,1662.6,50.2,0
3063.3,1753.1,7.97,73.4,32.2,2367.8,73.4,1
2561.5,1894.9,10.28,77.3,22.1,3013.4,62.5,1
2496.3,1674.2,9.32,67.9,33.8,2392.3,54.3,1
3607.3,2461.7,6.02,88.3,26.5,3867.7,73.2,1
1781.7,1237.3,11.62,54.6,23.1,1979.2,54.0,0
2803.1,1938.2,8.28,75.8,30.0,2605.2,70.5,1
2237.1,1476.8,8.78,76.9,25.2,2274.6,63.7,1
2374.6,1334.8,11.6,62.8,26.7,2045.3,48.8,0
3193.5,1954.9,6.0,78.4,25.4,3246.4,60.9,1
2530.1,1599.7,9.49,69.1,23.7,2388.9,58.1,1
2549.9,1570.3,6.79,70.3,29.9,2380.0,63.5,1
2897.1,1748.5,8.75,78.9,25.9,3109.0,55.2,1
1962.8,1353.7,10.21,70.8,21.3,2344.6,51.7,0
1654.5,793.1,14.54,53.5,29.2,1990.2,41.3,0
1520.9,882.0,9.34,59.8,22.2,1980.3,52.2,0
921.9,752.6,11.28,68.1,22.4,1174.6,47.3,0
3536.5,2041.8,8.58,79.6,31.8,3349.2,73.7,1
1482.9,938.4,11.98,74.0,22.2,2130.6,55.6,0
2056.2,1511.1,9.6,79.9,17.7,2848.7,56.5,0
2020.1,1207.6,9.04,66.5,29.5,2305.9,45.5,0
2399.8,1632.4,7.99,85.4,25.8,2830.7,53.5,1
2730.2,1893.8,9.77,75.8,26.1,2776.5,54.5,1
2759.3,1980.8,7.49,71.9,25.7,2724.8,64.4,1
1821.0,1192.9,11.09,64.9,27.9,1885.5,50.1,0
2091.4,1405.7,9.56,59.1,24.0,1757.7,61.1,0
2383.7,1774.0,6.57,82.4,32.9,3120.3,63.4,1
2038.4,1022.9,12.56,74.2,21.1,1693.6,46.2,0
3244.8,1914.8,8.57,70.9,28.8,3280.9,65.2,1
2519.1,1596.7,12.47,71.3,29.6,2126.5,53.7,0
2677.7,1898.8,6.36,76.2,24.0,3198.3,71.8,1
2630.9,1607.4,10.21,67.8,22.9,2360.8,55.4,0
2962.8,2153.5,4.96,69.8,31.1,2806.6,63.5,1
2317.7,1498.0,9.62,70.3,23.0,2860.6,63.0,1
1357.1,987.8,12.76,64.2,24.6,2066.9,52.0,0
2459.8,1700.3,5.52,71.7,30.5,2688.9,51.5,1
1776.6,1127.7,10.46,68.4,27.1,1919.8,56.3,0
1856.4,1243.7,9.49,75.8,19.8,2186.4,48.9,1
2581.1,1492.8,8.35,69.8,34.0,2424.4,55.7,1
3004.9,1784.2,8.89,75.4,24.9,2492.6,64.6,0
2213.8,1392.8,11.46,73.9,25.4,2117.4,59.6,0
2400.7,1484.3,9.23,74.0,28.0,2943.6,60.5,0
3306.4,1895.0,8.2,72.7,29.5,3670.4,65.2,1
2356.5,1467.0,9.67,71.5,34.8,2802.6,55.0,0
3891.1,2336.3,6.24,83.3,20.4,3563.9,76.3,1
2567.6,1447.2,7.94,65.2,30.3,2207.7,56.4,0
1055.5,631.3,14.3,68.2,30.0,1049.7,52.7,0
2689.7,1942.8,8.16,83.4,26.5,2708.8,69.9,0
2447.8,1996.0,8.11,73.2,30.1,2829.1,61.9,1
3038.3,1690.9,7.45,74.5,30.7,3259.0,58.8,1
2637.6,1953.5,6.99,79.6,21.5,3483.7,66.9,1
2110.0,1485.8,9.16,68.5,34.0,2581.1,65.7,1
1404.2,716.0,10.01,65.2,20.8,1106.8,51.9,0
2064.1,1357.0,7.38,70.7,22.5,2464.2,53.1,0
1647.2,1073.3,10.07,59.4,26.0,1770.1,44.5,0
1822.7,1087.8,11.7,69.2,34.7,1213.8,44.0,0
2582.6,1610.6,7.98,67.1,25.8,2599.4,61.7,1
3285.4,2423.8,4.38,86.2,26.9,3277.1,89.3,1
2456.5,1410.8,8.49,67.1,32.7,2021.1,59.7,0
1422.7,699.1,11.7,61.8,25.8,1298.7,33.5,0
2489.0,1446.3,9.05,77.7,22.3,2158.4,52.8,1
2977.8,1861.5,11.27,77.8,25.3,2816.6,61.2,1
1803.6,1132.2,12.34,62.0,32.5,1890.5,46.3,0
2112.9,1472.8,11.01,66.0,27.3,1778.2,55.3,0
2209.5,1103.3,12.62,64.1,34.7,2335.2,52.9,0
1689.8,916.2,10.07,67.0,30.0,1350.2,51.3,0
2621.4,1585.2,7.22,74.1,24.4,2195.8,66.3,1
2121.4,1489.2,7.76,67.1,27.2,2262.9,61.1,1
2472.7,1461.8,11.52,65.2,23.6,2294.8,45.7,1
1623.1,1438.0,8.79,72.1,24.3,2735.2,50.6,0
1915.7,1137.4,8.86,66.5,42.0,2002.6,50.4,1
2669.5,1856.9,7.39,86.1,31.1,2991.0,65.7,0
1957.7,1478.1,9.1,71.3,30.4,2430.0,62.9,0
3322.5,2144.3,7.36,87.5,24.5,3249.9,70.5,1
1940.2,1399.7,10.13,64.5,33.3,2342.5,56.5,1
2346.0,2055.5,6.05,69.6,31.4,2489.5,70.0,1
2806.2,1452.3,10.58,65.3,34.5,2240.4,55.7,0
1278.1,593.2,11.82,67.4,34.3,1590.2,41.6,0
1055.5,642.0,12.36,70.8,21.1,2485.2,48.8,0
1208.3,736.5,13.27,59.1,22.6,1059.4,43.3,0
3020.7,1565.6,8.17,69.8,23.0,2584.0,59.2,1
1841.3,1029.9,10.28,60.4,23.2,1616.0,49.1,0
3862.8,2344.7,7.1,71.6,28.3,4045.1,81.7,1
1833.2,1310.4,8.8,72.9,24.7,1731.9,47.9,0
2320.0,1303.2,9.54,70.4,35.3,2316.5,65.1,0
3202.4,1986.7,8.38,76.8,34.6,2561.2,60.2,1
3504.0,2459.6,8.86,74.9,27.0,3478.9,72.2,1
3540.0,2151.2,7.84,86.7,34.8,3178.7,74.8,1
2985.4,1879.7,8.66,73.0,33.0,3170.6,71.4,1
2865.6,2257.2,7.33,82.4,25.2,2998.3,63.9,1
2585.1,1458.1,7.92,63.7,19.0,2521.6,50.8,1
2705.9,1899.2,8.05,74.8,26.1,2879.6,67.3,1
1841.7,1465.7,9.46,72.5,24.4,2413.9,71.5,0
1668.2,1193.3,11.01,69.7,27.8,2279.1,59.9,0
2197.8,1347.5,10.12,70.5,27.4,1799.6,53.8,0
2089.4,1285.3,10.75,71.5,27.3,2349.8,39.6,0
1905.4,1037.6,10.64,60.7,29.1,1626.3,49.9,0
2652.7,1978.9,7.67,77.6,22.1,3302.3,69.3,1
2820.9,2135.9,5.15,78.9,28.6,3270.2,67.8,1
2257.5,1231.2,9.9,69.6,25.2,1976.2,48.0,0
3160.4,2072.4,9.31,78.0,27.8,2913.4,69.8,1
1457.9,910.4,12.06,58.6,30.8,1885.0,41.4,0
2074.1,1432.0,9.6,64.1,22.1,2668.3,68.1,0
1734.1,1196.4,13.36,57.0,25.9,1835.6,61.5,0
986.8,544.1,10.92,65.0,26.5,840.2,44.1,0
2146.3,1264.0,8.6,73.0,24.9,2288.2,54.2,0
2120.9,1377.9,12.4,74.3,30.6,1787.8,51.9,0
3183.7,1864.4,8.08,76.9,24.1,2438.9,64.8,1
2610.0,1732.9,8.14,63.3,24.8,2347.3,72.3,1
1534.3,843.1,10.04,59.1,24.2,1429.2,51.0,0
3405.2,2040.2,8.02,78.2,31.4,2649.3,69.5,1
2993.7,1910.6,8.65,76.6,25.0,2306.6,71.4,1
2578.4,1835.4,6.48,74.0,28.8,2453.6,67.7,1
2052.8,974.4,11.14,67.5,34.9,1910.8,50.6,0
1576.4,1266.1,9.75,68.9,26.7,1701.1,59.6,0
1958.1,1033.3,11.51,66.9,31.4,1689.5,52.5,1
2907.7,1677.5,7.03,70.2,33.7,3180.9,66.6,1
3425.0,2306.1,8.23,85.1,31.1,3367.9,74.2,1
3203.1,2512.2,6.95,80.3,26.9,3743.0,75.6,1
1882.2,983.3,10.77,59.1,29.6,1445.3,45.1,0
1472.2,956.9,11.09,61.6,21.9,2345.2,43.9,0
2291.6,1215.3,10.24,66.6,23.9,1856.8,43.2,0
1050.5,576.8,11.67,66.3,24.6,1152.6,35.3,0
2410.1,1705.0,7.94,73.4,36.0,3026.4,56.3,1
2104.1,1419.7,9.27,69.6,23.7,2220.1,53.6,1
1897.1,1165.5,13.05,61.5,23.7,1971.2,61.2,0
1163.4,595.8,14.19,65.4,22.8,1160.2,40.2,0
2533.8,1968.2,9.02,73.3,29.2,2877.8,68.4,1
1853.7,1028.5,11.7,65.7,27.6,1896.7,50.9,0
1439.6,1075.9,9.29,74.2,31.3,2010.7,59.7,0
400.0,239.9,14.04,60.2,29.7,606.9,31.0,0
2182.1,1196.0,11.97,59.9,21.5,1765.1,51.1,0
3352.0,1986.3,5.66,67.9,23.8,2800.2,66.6,1
3279.8,2294.4,7.35,79.8,32.5,2947.7,79.8,1
1902.9,1208.2,13.95,62.2,26.2,1533.1,60.7,0
1808.6,896.7,13.23,68.1,31.8,1710.0,49.7,0
2504.7,1399.8,11.87,70.5,26.4,2531.3,63.6,0
1551.0,739.5,12.55,63.9,23.1,1685.7,44.9,0
2396.2,1810.7,9.66,71.3,25.8,2048.7,62.9,1
2698.0,1797.1,7.18,83.4,23.1,2672.8,70.8,1
2997.5,2385.0,7.25,95.3,24.7,3150.6,77.6,1
2134.9,1425.2,10.64,69.2,27.8,2324.6,52.3,0
2067.6,1205.4,10.91,69.9,29.0,1881.4,58.6,0
1629.3,939.3,13.45,65.8,20.6,1851.7,46.4,0
1662.5,1356.5,9.1,68.5,26.9,2189.9,53.4,0
2052.8,1408.6,9.44,66.2,24.7,1691.9,61.8,0
2438.8,1814.3,8.34,69.4,24.4,2477.8,63.5,1
2793.8,2044.3,5.79,71.7,27.5,3057.1,70.7,1
1677.9,1014.4,11.54,68.1,24.8,1795.0,53.0,0
3170.2,2178.0,4.25,76.2,32.5,2800.8,66.1,1
2023.8,1119.0,12.37,54.3,31.8,1437.8,53.3,0
2186.1,1196.2,10.58,70.3,31.7,2012.2,60.5,0
1714.3,1022.6,10.38,66.0,25.0,1357.1,43.4,0
624.2,410.2,12.21,66.2,23.2,512.1,40.4,0
2774.6,1939.9,7.37,78.1,27.3,2791.3,61.4,1
2678.9,1792.9,9.31,67.2,26.4,2594.6,69.7,1
2017.1,1130.1,11.58,56.2,24.6,1649.1,57.3,0
2243.5,1486.5,8.37,67.7,22.3,2147.1,55.7,0
2535.4,1583.3,7.79,69.2,26.8,2483.2,72.9,1
1184.3,772.2,13.09,68.2,25.4,1249.2,51.1,0
1856.1,1148.5,9.61,67.5,29.8,1956.8,55.8,0
2716.3,1834.0,8.21,80.7,29.7,2678.4,68.3,1
1384.7,1035.8,11.3,59.7,31.4,1845.0,55.3,0
2390.8,1720.0,9.02,78.6,22.0,2913.5,56.3,1
1318.2,879.2,12.99,68.2,28.6,1850.7,47.7,0
2503.2,1613.8,7.05,62.6,24.1,2903.7,62.6,1
2176.8,1190.1,7.67,74.6,22.1,2239.0,49.9,0
1150.2,767.4,11.27,63.9,25.3,1530.9,47.2,0
2957.1,1883.1,10.64,77.6,31.3,2723.8,72.7,1
1722.5,1180.7,13.61,63.6,25.5,1859.5,49.6,0
1673.3,1204.4,13.23,74.5,33.3,1742.2,52.3,0
2330.4,1188.0,10.26,62.1,29.2,1986.3,47.4,0
2946.6,1756.0,5.74,78.4,25.4,2904.2,52.2,1
1539.7,825.9,8.39,68.1,31.6,1314.6,50.2,0
2240.1,1568.8,8.2,67.3,28.8,2449.8,59.3,0
2478.7,1540.0,8.93,81.8,23.3,2221.8,59.2,1
2650.5,2054.7,9.25,78.6,34.4,3131.2,62.6,1
2314.7,1377.6,11.14,73.3,28.0,2057.2,54.7,0
1961.4,1558.0,9.5,64.4,27.1,2225.7,65.8,0
1662.1,784.7,10.72,74.2,23.6,1276.9,44.7,0
2256.0,1417.4,8.24,64.4,31.7,2422.8,56.8,0
1503.1,967.9,11.75,70.7,29.1,1680.8,49.4,0
400.0,200.0,15.0,52.2,29.5,621.5,26.3,0
2483.8,1734.1,9.08,70.9,25.0,2746.0,66.3,0
2787.6,1957.3,6.11,80.4,30.3,2822.3,59.2,1
664.1,697.6,13.36,67.8,30.6,1709.9,37.4,0
1543.7,1002.0,11.88,59.6,24.3,1460.4,42.5,0
2602.5,1770.7,6.75,79.8,21.3,2657.2,62.1,1
3537.4,2586.8,4.12,88.5,29.3,3312.1,76.4,1
2213.5,1385.3,10.84,65.5,20.7,2127.6,56.0,0
1726.8,1242.6,9.99,76.6,27.6,1549.3,47.9,0
2081.1,1566.8,11.51,64.9,25.2,2682.4,65.4,0
3093.7,1919.2,8.55,72.9,31.9,3129.0,71.0,1
1780.1,1033.6,10.39,68.7,25.4,2027.2,48.3,1
1680.5,1216.0,10.42,64.0,31.4,2028.6,49.9,0
1886.2,1395.1,9.86,71.6,24.9,1979.9,52.7,0
1580.3,1108.5,9.75,68.3,31.0,1645.5,48.9,0
2279.7,1272.3,8.86,68.0,35.2,2549.4,45.5,0
3256.0,2127.2,8.07,82.4,22.7,3589.7,64.1,1
2410.0,1886.4,9.19,74.5,28.2,2894.8,70.5,1
2036.0,1370.8,10.77,71.2,38.0,2058.8,57.5,0
2010.3,1563.7,11.41,77.8,27.3,2865.2,69.1,0
1183.9,666.3,11.69,66.2,27.2,1124.6,40.7,0
2774.0,1591.6,11.54,76.3,30.2,2558.1,57.7,0
2149.4,1468.5,8.14,65.3,27.2,2741.2,55.1,1
2082.7,1479.9,7.93,73.8,20.2,2099.0,55.8,0
4275.5,2387.2,3.41,76.7,31.5,3732.8,70.8,1
2394.2,1394.1,9.1,63.8,19.0,2398.8,57.8,1
1711.3,1208.1,9.71,67.9,25.3,1998.3,52.8,0
1922.9,1098.3,11.67,62.5,31.8,1574.8,47.5,0
2946.5,1722.3,8.91,77.8,25.6,2435.6,69.8,1
2273.6,1543.3,7.42,76.0,24.2,2516.0,70.3,1
1265.1,733.2,11.66,53.5,30.5,989.5,50.7,0
2797.5,1619.2,8.37,68.6,23.6,2563.2,63.7,1
1765.7,1425.7,6.99,63.3,22.1,2444.4,61.3,0
3417.6,2549.2,3.97,80.6,28.1,3982.0,88.9,1
2902.0,1729.4,7.36,76.2,26.3,2242.2,67.0,1
1909.2,1380.8,11.97,68.9,22.0,2620.9,52.4,0
3032.7,2217.7,6.97,76.3,29.5,3780.7,73.9,1
2244.1,1620.3,9.92,79.2,28.9,2648.5,64.1,1
2754.3,1692.5,6.41,62.0,25.6,2304.2,55.8,0
2515.1,1648.1,10.61,79.2,25.8,2461.7,59.2,1
1649.9,892.8,13.6,62.0,28.9,1601.8,53.3,0
1781.7,1284.6,7.19,68.7,31.8,2186.9,43.1,0
2869.5,1939.4,6.67,73.6,25.9,2930.8,58.9,1
1982.4,1173.4,11.34,75.5,29.6,2051.0,50.9,0
1937.6,1439.7,10.57,64.6,29.3,2272.4,59.1,0
1579.2,972.4,10.34,65.7,30.5,1795.0,40.1,0
2475.3,1565.9,8.67,74.8,27.2,2319.2,58.6,1
3540.6,2359.1,5.26,72.7,23.4,3347.4,81.2,1
1506.1,865.9,11.92,59.9,25.2,1409.5,46.6,0
2215.7,1362.8,11.69,69.2,28.4,2778.7,61.2,0
3117.9,2402.6,4.83,76.8,34.3,3942.4,71.5,1
2148.2,1405.7,11.23,66.3,25.1,2423.7,51.5,0
2494.0,1633.4,7.7,71.1,30.2,2939.4,65.7,1
1509.4,1096.8,9.62,70.2,25.7,2110.5,52.8,0
2478.4,1843.8,9.31,73.5,27.4,2859.1,57.5,1
2078.4,1404.5,11.12,75.8,33.1,1804.0,51.5,0
2840.7,1637.6,10.14,67.9,30.1,2468.4,70.1,1
2971.8,1911.4,5.86,69.6,22.0,2788.8,60.3,1
3883.2,2409.0,5.27,91.0,24.7,3171.4,80.8,1
2576.8,1490.2,10.65,68.0,32.0,1916.9,55.1,1
2411.8,1573.4,9.16,65.7,27.6,2614.5,59.5,0
2326.3,1602.8,7.38,63.8,22.4,2600.9,61.8,0
1970.4,1067.0,11.69,72.0,23.7,1483.5,37.4,0
2420.0,1663.3,7.69,71.5,29.8,2355.4,52.4,1
2008.0,1268.0,12.94,67.6,31.0,2433.4,54.3,0
2309.5,1967.1,9.94,75.7,27.1,2695.6,62.5,1
3056.4,2069.6,8.15,82.7,36.9,3138.2,74.8,1
1545.7,1030.7,13.18,65.4,30.3,1731.5,39.7,0
2940.9,1763.6,8.48,86.0,26.0,2856.4,66.5,1
3056.1,1858.9,9.18,76.0,23.7,2566.8,56.6,1
2123.3,1350.3,12.15,75.1,23.1,2214.9,53.2,0
820.8,532.5,13.37,64.9,28.3,1216.2,33.6,0
1804.9,1040.1,10.72,66.2,25.0,1869.1,60.9,0
3043.0,2008.2,4.91,74.0,33.7,3033.9,59.6,1
2185.1,1615.6,8.82,74.3,32.9,2622.9,59.6,0
1550.5,951.0,12.67,68.0,29.5,2346.3,37.5,0
1871.9,1100.4,12.29,64.2,22.3,2643.9,60.2,0
2746.4,1948.1,8.45,77.1,24.3,2743.4,68.9,1
2555.4,1447.5,8.76,77.0,32.0,1613.9,58.0,0
2044.7,1342.1,7.0,80.0,24.7,2356.3,64.0,0
1961.6,1501.0,8.63,75.7,31.5,2432.1,59.0,0
1945.4,885.2,11.22,74.0,28.9,1924.8,47.9,0
1600.4,899.3,11.16,61.7,27.2,1709.6,47.7,0
3250.0,1727.3,9.45,77.4,24.2,2676.7,65.8,1
1990.5,1276.9,13.19,75.7,26.6,2434.8,51.0,0
2991.2,2195.5,6.95,74.5,27.8,3625.0,69.9,1
3188.9,1898.1,7.56,73.3,31.1,2456.7,70.5,1
2848.9,2084.6,6.79,86.5,23.5,2860.8,70.8,1
1919.4,985.8,11.49,60.9,25.9,1700.6,47.8,0
2462.4,1669.9,7.5,66.6,27.2,2616.9,52.9,0
2184.3,1452.3,9.73,78.5,29.7,2247.6,66.2,0
1612.6,1111.9,11.51,73.1,23.4,2020.1,46.9,1
2410.8,1790.9,8.6,76.7,21.7,3037.4,69.5,1
1433.6,700.5,13.06,62.4,29.7,1892.4,44.2,0
2972.0,1889.9,8.56,73.5,20.9,3036.1,57.7,1
1898.0,1391.5,7.12,71.6,32.1,1983.6,63.6,1
2330.8,1756.4,9.37,82.1,26.4,2651.2,64.5,1
2384.1,1511.8,8.32,72.7,20.8,2367.2,66.4,1
2031.7,1461.9,7.87,81.8,25.1,2481.8,56.3,1
2581.4,1730.3,6.85,69.4,28.5,2779.3,66.7,1
1891.3,937.0,12.14,65.1,24.9,2286.4,37.0,0
2766.3,1751.5,8.1,72.3,27.1,2551.0,59.8,0
1325.1,814.0,9.42,58.5,30.0,1632.9,37.6,0
